,date,class
294,2017-04-20,0.0
295,2016-03-22,0.0
296,2009-11-17,0.0
297,2014-10-03,0.0
298,2019-03-28,0.0
299,2012-07-31,0.0
300,2016-10-21,0.0
301,2007-06-26,0.0
302,2006-05-18,0.0
303,2006-07-13,0.0
304,2014-12-01,0.0
305,2004-08-02,0.0
306,2012-12-17,0.0
307,2006-08-22,1.0
308,2012-08-06,0.0
309,2004-12-30,1.0
310,2011-09-15,0.0
311,2000-02-29,0.0
312,2007-02-07,0.0
313,2012-06-20,0.0
314,2015-01-13,0.0
315,2014-08-19,0.0
316,2009-10-05,0.0
317,2005-03-11,0.0
318,2016-11-04,0.0
319,2004-03-18,0.0
320,2009-09-03,0.0
321,2004-08-26,0.0
322,2014-04-15,0.0
323,2005-09-14,0.0
324,2011-12-15,0.0
325,2017-05-15,0.0
326,2015-11-12,0.0
327,2012-03-16,0.0
328,2011-11-18,0.0
329,2016-08-12,0.0
330,2010-05-18,0.0
331,2000-12-22,0.0
332,2001-11-14,0.0
333,2003-07-04,0.0
334,2014-07-03,0.0
335,2011-08-24,0.0
336,2001-12-21,0.0
337,2005-01-07,1.0
338,2009-04-29,0.0
339,2019-03-27,0.0
340,2005-08-22,0.0
341,2011-05-09,0.0
342,2001-10-26,0.0
343,2016-06-07,0.0
344,2013-06-13,0.0
345,2012-04-04,0.0
346,2001-09-28,0.0
347,2017-02-24,0.0
348,2012-12-17,0.0
349,2016-05-31,0.0
350,2018-12-19,0.0
351,2001-01-30,0.0
352,2002-07-15,0.0
353,2016-09-07,0.0
354,2006-04-07,0.0
355,2002-07-01,0.0
356,2002-02-18,0.0
357,2011-01-20,0.0
358,2011-02-09,0.0
359,2008-07-28,0.0
360,2007-03-21,0.0
361,2011-11-09,0.0
362,2009-06-17,1.0
363,2018-11-27,0.0
364,2004-01-28,0.0
365,2018-11-08,0.0
366,2010-01-26,1.0
367,2005-11-03,0.0
368,2011-06-22,0.0
369,2018-10-22,0.0
370,2005-06-07,0.0
371,2003-03-14,0.0
372,2002-01-25,1.0
373,2018-04-06,0.0
374,2003-11-14,0.0
375,2007-09-17,0.0
376,2006-11-01,0.0
377,2009-01-05,0.0
378,2009-12-21,0.0
379,2000-10-09,0.0
380,2005-01-27,0.0
381,2014-12-05,0.0
382,2008-12-15,0.0
383,2010-10-13,0.0
384,2012-01-30,0.0
385,2000-11-29,0.0
386,2001-11-22,0.0
387,2012-08-31,0.0
388,2012-04-12,0.0
389,2015-04-01,0.0
390,2011-02-10,0.0
391,2009-06-25,0.0
392,2018-07-27,0.0
393,2016-03-21,0.0
394,2004-10-05,1.0
395,2011-11-25,0.0
396,2014-01-08,0.0
397,2019-04-25,0.0
398,2018-01-19,0.0
399,2016-01-27,0.0
400,2011-10-28,0.0
401,2017-11-16,0.0
402,2004-11-26,0.0
403,2001-02-16,0.0
404,2003-10-10,0.0
405,2014-03-26,0.0
406,2012-12-06,0.0
407,2018-05-11,0.0
408,2017-06-05,0.0
409,2015-06-25,0.0
410,2014-04-01,0.0
411,2002-09-23,1.0
412,2016-07-22,0.0
413,2013-05-16,0.0
414,2019-03-19,0.0
415,2015-04-07,0.0
416,2012-09-10,0.0
417,2007-08-23,0.0
418,2009-04-08,0.0
419,2011-02-16,0.0
420,2014-08-15,0.0
421,2013-11-26,0.0
422,2013-08-26,0.0
423,2007-04-20,0.0
424,2000-10-04,0.0
425,2017-10-13,0.0
426,2013-07-31,0.0
427,2005-11-11,0.0
428,2006-06-19,1.0
429,2018-08-23,0.0
430,2000-11-29,0.0
431,2018-07-19,0.0
432,2006-02-02,0.0
433,2010-07-05,0.0
434,2012-10-08,0.0
435,2018-09-04,0.0
436,2000-06-28,0.0
437,2011-04-13,0.0
438,2015-02-24,0.0
439,2011-06-02,0.0
440,2014-11-25,0.0
441,2017-07-04,0.0
442,2001-03-13,0.0
443,2001-05-30,0.0
444,2010-03-26,0.0
445,2011-05-10,0.0
446,2013-12-06,0.0
447,2003-07-07,0.0
448,2008-07-18,0.0
449,2017-07-31,0.0
450,2007-02-08,0.0
451,2018-07-04,0.0
452,2011-02-22,0.0
453,2011-09-12,0.0
454,2015-11-13,0.0
455,2003-08-14,0.0
456,2001-06-25,0.0
457,2007-11-02,0.0
458,2011-07-21,0.0
459,2004-05-11,0.0
460,2012-01-23,0.0
461,2018-03-29,0.0
462,2007-09-06,0.0
463,2002-06-28,0.0
464,2006-10-03,0.0
465,2005-08-18,0.0
466,2018-05-21,0.0
467,2001-03-13,0.0
468,2011-04-06,0.0
469,2002-08-27,0.0
470,2004-05-11,0.0
471,2005-12-23,0.0
472,2013-06-28,0.0
473,2009-07-17,0.0
474,2000-03-02,0.0
475,2011-05-19,0.0
476,2008-10-23,0.0
477,2005-08-12,0.0
478,2018-02-22,0.0
479,2016-11-02,0.0
480,2015-10-14,0.0
481,2014-07-21,0.0
482,2015-06-19,0.0
483,2013-07-19,0.0
484,2001-12-17,0.0
485,2014-12-12,1.0
486,2019-04-10,0.0
487,2012-06-04,0.0
488,2016-12-07,0.0
489,2000-07-14,0.0
490,2015-04-23,0.0
491,2006-07-18,0.0
492,2015-08-26,0.0
493,2001-11-28,0.0
494,2009-05-07,0.0
495,2011-07-26,0.0
496,2002-04-25,0.0
497,2003-08-28,0.0
498,2013-11-14,0.0
499,2008-09-15,0.0
500,2017-11-27,0.0
501,2011-04-29,0.0
502,2010-12-14,0.0
503,2018-12-17,0.0
504,2018-07-16,0.0
505,2007-11-02,0.0
506,2006-12-19,0.0
507,2011-06-09,0.0
508,2003-04-16,0.0
509,2005-03-04,0.0
510,2013-12-13,0.0
511,2009-12-29,0.0
512,2008-07-16,0.0
513,2016-02-04,0.0
514,2012-08-03,0.0
515,2005-12-01,0.0
516,2001-05-23,0.0
517,2018-05-02,0.0
518,2009-07-28,0.0
519,2014-09-15,0.0
520,2002-05-31,0.0
521,2006-08-02,0.0
522,2001-02-13,0.0
523,2005-09-14,0.0
524,2002-05-10,0.0
525,2004-09-15,0.0
526,2012-03-05,0.0
527,2012-08-20,1.0
528,2001-06-06,0.0
529,2009-12-30,0.0
530,2010-09-15,0.0
531,2012-05-23,0.0
532,2007-11-09,0.0
533,2013-06-12,0.0
534,2017-07-07,0.0
535,2015-09-28,0.0
536,2000-10-25,0.0
537,2018-08-27,0.0
538,2000-10-25,0.0
539,2016-12-20,0.0
540,2011-03-03,0.0
541,2013-10-10,0.0
542,2008-10-16,0.0
543,2012-08-14,1.0
544,2013-07-03,1.0
545,2015-12-21,0.0
546,2010-07-09,0.0
547,2011-02-04,0.0
548,2011-07-20,0.0
549,2015-03-18,0.0
550,2001-06-07,0.0
551,2017-07-10,0.0
552,2018-07-20,0.0
553,2010-11-05,0.0
554,2002-12-12,0.0
555,2008-11-20,0.0
556,2012-01-30,0.0
557,2009-06-05,0.0
558,2000-04-14,0.0
559,2015-09-25,0.0
560,2004-04-19,0.0
561,2008-02-22,0.0
562,2018-02-26,0.0
563,2018-03-23,0.0
564,2009-04-21,0.0
565,2002-08-12,0.0
566,2008-05-12,0.0
567,2018-12-03,0.0
568,2013-11-18,0.0
569,2010-08-27,0.0
570,2002-10-04,0.0
571,2007-06-07,0.0
572,2012-04-03,0.0
573,2017-02-20,0.0
574,2002-08-05,0.0
575,2006-07-11,0.0
576,2005-09-19,0.0
577,2014-08-20,0.0
578,2003-11-12,0.0
579,2008-11-21,0.0
580,2018-03-12,0.0
581,2003-05-07,0.0
582,2007-09-07,0.0
583,2010-12-06,0.0
584,2016-01-27,0.0
585,2016-10-25,0.0
586,2008-09-23,0.0
587,2004-04-21,0.0
588,2003-08-12,0.0
589,2011-04-18,0.0
590,2006-10-18,0.0
591,2009-11-10,0.0
592,2015-12-08,0.0
593,2003-01-23,0.0
594,2002-04-09,0.0
595,2013-06-13,0.0
596,2018-01-09,0.0
597,2000-05-25,0.0
598,2017-01-31,0.0
599,2014-06-19,0.0
600,2002-01-23,1.0
601,2004-08-09,0.0
602,2002-06-18,0.0
603,2008-03-20,0.0
604,2015-04-21,0.0
605,2003-02-26,0.0
606,2015-10-26,0.0
607,2014-08-07,0.0
608,2016-07-19,0.0
609,2012-08-31,0.0
610,2018-03-01,0.0
611,2008-05-09,0.0
612,2018-07-05,0.0
613,2005-05-05,0.0
614,2018-01-16,0.0
615,2014-11-21,0.0
616,2001-02-22,0.0
617,2008-07-09,0.0
618,2003-12-30,0.0
619,2002-08-09,0.0
620,2002-06-11,0.0
621,2007-04-27,0.0
622,2011-10-28,0.0
623,2004-01-12,1.0
624,2017-02-15,0.0
625,2008-08-19,0.0
626,2019-02-11,0.0
627,2018-09-06,0.0
628,2007-10-01,0.0
629,2000-03-27,0.0
630,2017-07-11,0.0
631,2004-01-22,0.0
632,2008-12-17,0.0
633,2004-06-30,0.0
634,2001-12-20,0.0
635,2003-06-20,0.0
636,2011-09-28,0.0
637,2010-02-22,0.0
638,2013-07-31,0.0
639,2009-09-02,0.0
640,2008-12-29,0.0
641,2007-12-17,0.0
642,2002-01-25,1.0
643,2012-12-10,0.0
644,2018-07-20,0.0
645,2015-05-13,0.0
646,2011-02-08,0.0
647,2002-09-27,1.0
648,2013-01-31,1.0
649,2008-11-07,0.0
650,2001-06-14,0.0
651,2005-03-10,0.0
652,2002-06-18,0.0
653,2002-11-27,0.0
654,2014-08-22,0.0
655,2014-07-16,0.0
656,2008-11-19,0.0
657,2009-09-17,0.0
658,2015-05-12,0.0
659,2009-07-09,0.0
660,2009-03-10,0.0
661,2018-05-07,0.0
662,2005-07-15,0.0
663,2005-03-31,1.0
664,2016-08-10,0.0
665,2009-07-29,1.0
666,2013-10-28,0.0
667,2012-03-06,0.0
668,2012-03-08,0.0
669,2003-03-11,0.0
670,2000-11-03,0.0
671,2000-08-23,0.0
672,2003-09-26,0.0
673,2002-09-23,1.0
674,2007-02-01,0.0
675,2014-03-06,0.0
676,2017-01-31,0.0
677,2010-07-26,0.0
678,2012-01-24,0.0
679,2002-06-05,0.0
680,2016-03-01,0.0
681,2005-07-07,0.0
682,2010-11-26,0.0
683,2016-04-11,0.0
684,2017-03-03,0.0
685,2005-10-31,0.0
686,2016-07-04,0.0
687,2007-10-02,0.0
688,2015-06-10,0.0
689,2001-03-27,0.0
690,2006-10-03,0.0
691,2013-11-28,0.0
692,2006-07-25,0.0
693,2003-02-28,0.0
694,2007-10-09,0.0
695,2001-02-21,0.0
696,2010-12-21,0.0
697,2007-03-29,0.0
698,2003-07-24,1.0
699,2000-01-07,0.0
700,2015-01-23,0.0
701,2014-02-25,0.0
702,2014-05-05,0.0
703,2018-08-28,0.0
704,2011-08-22,0.0
705,2013-11-12,0.0
706,2003-10-23,0.0
707,2004-05-19,0.0
708,2015-11-25,0.0
709,2006-11-13,0.0
710,2009-02-11,0.0
711,2004-07-27,0.0
712,2016-09-15,0.0
713,2012-09-17,0.0
714,2002-04-09,0.0
715,2009-08-11,0.0
716,2007-03-14,0.0
717,2009-05-15,0.0
718,2010-03-04,0.0
719,2015-07-09,0.0
720,2007-10-15,0.0
721,2012-01-31,0.0
722,2014-06-05,0.0
723,2012-12-07,0.0
724,2018-01-23,0.0
725,2004-03-25,0.0
726,2009-09-16,0.0
727,2014-05-16,0.0
728,2002-10-10,0.0
729,2004-11-02,0.0
730,2005-11-30,0.0
731,2008-08-26,0.0
732,2000-12-22,0.0
733,2005-09-02,0.0
734,2005-04-11,1.0
735,2018-12-04,0.0
736,2014-06-13,0.0
737,2000-06-23,0.0
738,2015-04-27,0.0
739,2013-07-01,0.0
740,2013-01-09,0.0
741,2012-09-05,0.0
742,2019-01-10,0.0
743,2018-01-15,0.0
744,2008-10-06,0.0
745,2004-03-15,0.0
746,2005-06-07,0.0
747,2018-11-07,0.0
748,2018-08-21,0.0
749,2008-07-25,0.0
750,2008-01-03,0.0
751,2009-04-22,0.0
752,2014-07-01,0.0
753,2005-06-28,0.0
754,2003-02-20,0.0
755,2011-03-11,0.0
756,2015-01-29,0.0
757,2013-09-26,0.0
758,2015-12-21,0.0
759,2012-07-02,0.0
760,2007-11-23,0.0
761,2004-09-28,0.0
762,2005-03-21,0.0
763,2014-01-21,0.0
764,2000-08-14,0.0
765,2003-07-14,0.0
766,2007-01-25,0.0
767,2002-05-15,0.0
768,2019-03-14,0.0
769,2009-09-29,0.0
770,2002-07-18,0.0
771,2001-10-10,0.0
772,2010-04-28,0.0
773,2004-04-22,0.0
774,2017-08-25,0.0
775,2014-09-09,0.0
776,2012-10-17,0.0
777,2018-01-17,0.0
778,2014-01-22,0.0
779,2009-02-24,0.0
780,2010-01-14,0.0
781,2002-11-15,0.0
782,2011-03-29,0.0
783,2017-09-26,0.0
784,2016-07-08,0.0
785,2015-01-27,0.0
786,2007-05-18,0.0
787,2016-12-13,0.0
788,2004-04-28,0.0
789,2015-10-13,0.0
790,2011-09-29,0.0
791,2013-06-25,0.0
792,2001-08-31,0.0
793,2012-08-08,0.0
794,2010-05-18,0.0
795,2002-09-25,0.0
796,2008-08-04,0.0
797,2007-10-12,0.0
798,2012-06-25,0.0
799,2008-10-30,0.0
800,2014-04-07,0.0
801,2000-05-18,0.0
802,2006-01-11,0.0
803,2003-06-25,0.0
804,2001-06-20,0.0
805,2009-08-06,0.0
806,2007-08-14,0.0
807,2014-03-31,0.0
808,2012-11-28,0.0
809,2000-11-21,0.0
810,2001-01-03,0.0
811,2005-07-06,0.0
812,2000-07-14,0.0
813,2018-06-25,0.0
814,2015-12-03,0.0
815,2015-03-20,0.0
816,2003-11-19,0.0
817,2016-09-22,0.0
818,2012-10-05,0.0
819,2002-09-10,1.0
820,2005-01-10,1.0
821,2013-03-20,1.0
822,2000-01-03,0.0
823,2002-01-29,1.0
824,2013-01-23,1.0
825,2012-08-17,1.0
826,2012-08-16,1.0
827,2000-01-03,0.0
828,2000-01-03,0.0
829,2000-01-03,0.0
830,2000-01-03,0.0
831,2000-01-03,0.0
832,2000-01-03,0.0
833,2000-01-03,0.0
834,2000-01-03,0.0
835,2000-01-03,0.0
836,2000-01-03,0.0
837,2000-01-03,0.0
838,2000-01-03,0.0
839,2000-01-03,0.0
840,2000-01-03,0.0
841,2000-01-03,0.0
842,2000-01-03,0.0
843,2000-01-03,0.0
844,2000-01-03,0.0
845,2000-01-03,0.0
846,2000-01-03,0.0
847,2000-01-03,0.0
848,2000-06-13,1.0
849,2005-03-30,1.0
850,2005-01-05,1.0
851,2004-12-21,1.0
852,2004-12-30,1.0
853,2009-01-14,0.0
854,2011-07-29,0.0
855,2019-04-05,0.0
856,2000-06-15,0.0
857,2001-08-27,0.0
858,2016-04-08,0.0
859,2001-10-25,0.0
860,2018-03-29,0.0
861,2001-02-20,0.0
862,2009-02-02,0.0
863,2008-12-09,0.0
864,2006-10-04,0.0
865,2007-10-15,0.0
866,2013-07-03,0.0
867,2009-01-28,0.0
868,2012-09-03,0.0
869,2019-04-18,0.0
870,2001-01-30,0.0
871,2009-10-26,0.0
872,2017-03-13,0.0
873,2002-04-09,0.0
874,2012-09-19,0.0
875,2010-04-26,0.0
876,2010-08-19,0.0
877,2008-07-28,0.0
878,2001-10-08,0.0
879,2017-01-09,0.0
880,2006-08-08,0.0
881,2007-10-02,0.0
882,2001-09-10,0.0
883,2014-07-15,0.0
884,2019-02-20,0.0
885,2015-04-30,0.0
886,2002-12-18,0.0
887,2014-12-19,0.0
888,2011-09-07,0.0
889,2002-01-30,0.0
890,2002-01-28,1.0
891,2002-09-05,1.0
892,2005-03-23,1.0
893,2000-01-03,0.0
894,2000-01-03,0.0
895,2000-01-03,0.0
896,2000-01-03,0.0
897,2000-01-03,0.0
898,2000-01-03,0.0
899,2000-01-03,0.0
900,2000-01-03,0.0
901,2000-01-03,0.0
902,2000-01-03,0.0
903,2000-01-03,0.0
904,2000-01-03,0.0
905,2000-01-03,0.0
906,2000-01-03,0.0
907,2000-01-03,0.0
908,2000-01-03,0.0
909,2000-01-03,0.0
910,2010-08-25,0.0
911,2018-10-23,0.0
912,2014-05-15,0.0
913,2018-01-12,0.0
914,2011-04-20,0.0
915,2018-08-08,0.0
916,2009-05-21,0.0
917,2000-11-03,0.0
918,2005-08-17,0.0
919,2009-02-27,0.0
920,2001-11-23,0.0
921,2006-07-06,0.0
922,2001-07-10,0.0
923,2016-01-13,0.0
924,2003-07-17,0.0
925,2012-03-23,0.0
926,2006-09-14,0.0
927,2010-06-08,0.0
928,2010-03-04,0.0
929,2005-06-13,0.0
930,2004-06-28,0.0
931,2018-04-23,0.0
932,2017-09-04,0.0
933,2013-07-25,0.0
934,2012-01-12,0.0
935,2003-09-02,0.0
936,2006-05-16,0.0
937,2005-12-13,0.0
938,2017-01-05,0.0
939,2000-08-25,0.0
940,2017-03-15,0.0
941,2014-06-02,0.0
942,2007-08-03,0.0
943,2008-09-19,0.0
944,2000-08-02,0.0
945,2015-09-09,0.0
946,2016-04-18,0.0
947,2002-08-23,0.0
948,2004-11-25,0.0
949,2013-01-31,1.0
950,2001-10-23,0.0
951,2012-07-20,0.0
952,2005-09-26,0.0
953,2009-05-18,0.0
954,2007-10-25,0.0
955,2005-07-07,0.0
956,2005-09-30,0.0
957,2013-01-16,0.0
958,2004-06-18,0.0
959,2013-09-04,0.0
960,2014-07-16,0.0
961,2012-09-28,0.0
962,2017-06-01,0.0
963,2002-07-04,0.0
964,2018-04-19,0.0
965,2008-02-04,0.0
966,2017-08-14,0.0
967,2011-08-24,0.0
968,2004-08-30,0.0
969,2000-01-18,0.0
970,2000-04-11,0.0
971,2011-01-25,0.0
972,2008-06-27,0.0
973,2012-03-01,0.0
974,2002-04-26,0.0
975,2017-02-22,0.0
976,2018-03-05,0.0
977,2004-04-20,0.0
978,2002-01-29,1.0
979,2003-08-04,0.0
980,2013-01-28,1.0
981,2013-02-07,0.0
982,2000-06-22,0.0
983,2000-12-22,0.0
984,2008-05-28,0.0
985,2006-01-20,0.0
986,2013-12-20,0.0
987,2006-03-07,0.0
988,2018-05-09,0.0
989,2013-05-08,0.0
990,2018-12-28,0.0
991,2009-11-27,0.0
992,2014-11-12,0.0
993,2012-12-10,0.0
994,2001-10-25,0.0
995,2008-12-12,0.0
996,2006-12-04,0.0
997,2011-07-07,0.0
998,2004-04-30,0.0
999,2006-03-14,0.0
1000,2016-02-19,0.0
1001,2007-08-10,0.0
1002,2017-03-03,0.0
1003,2001-06-07,0.0
1004,2007-08-13,0.0
1005,2016-04-19,0.0
1006,2014-03-12,0.0
1007,2006-05-15,0.0
1008,2004-12-15,0.0
1009,2011-05-27,0.0
1010,2002-09-10,1.0
1011,2007-02-15,1.0
1012,2002-09-11,1.0
1013,2002-02-05,1.0
1014,2012-06-04,0.0
1015,2013-10-18,0.0
1016,2000-06-15,0.0
1017,2012-09-17,0.0
1018,2010-12-23,0.0
1019,2001-04-30,0.0
1020,2004-03-10,1.0
1021,2003-12-23,0.0
1022,2011-09-14,0.0
1023,2001-09-14,0.0
1024,2016-11-15,0.0
1025,2002-02-20,0.0
1026,2005-09-13,0.0
1027,2007-10-30,0.0
1028,2008-01-28,0.0
1029,2015-05-28,0.0
1030,2002-09-10,1.0
1031,2008-11-18,0.0
1032,2005-01-03,1.0
1033,2009-03-30,0.0
1034,2011-11-08,0.0
1035,2012-03-16,0.0
1036,2010-08-11,0.0
1037,2004-10-26,0.0
1038,2012-08-31,0.0
1039,2010-05-07,0.0
1040,2001-07-16,0.0
1041,2017-06-14,0.0
1042,2003-03-25,0.0
1043,2001-06-11,0.0
1044,2009-12-04,0.0
1045,2011-04-21,0.0
1046,2014-04-10,0.0
1047,2003-03-24,0.0
1048,2001-03-22,0.0
1049,2016-07-14,0.0
1050,2002-02-01,0.0
1051,2007-01-11,0.0
1052,2000-06-14,0.0
1053,2005-11-03,0.0
1054,2001-09-04,0.0
1055,2010-07-13,0.0
1056,2009-04-28,0.0
1057,2006-07-21,0.0
1058,2004-04-02,0.0
1059,2008-08-14,0.0
1060,2015-09-01,0.0
1061,2010-01-21,0.0
1062,2006-05-10,0.0
1063,2004-03-26,0.0
1064,2017-11-15,0.0
1065,2019-02-18,0.0
1066,2015-04-02,0.0
1067,2003-04-11,0.0
1068,2011-07-22,0.0
1069,2015-10-21,0.0
1070,2014-10-02,0.0
1071,2003-01-27,0.0
1072,2011-07-27,0.0
